time,open,high,low,close
2024-06-03 19:10:00,18580.75,18589.0,18580.0,18583.0
2024-06-03 19:11:00,18582.75,18584.0,18575.25,18578.5
2024-06-03 19:12:00,18578.75,18578.75,18531.0,18536.0
2024-06-03 19:13:00,18535.5,18535.5,18520.25,18528.75
2024-06-03 19:14:00,18528.5,18533.5,18516.75,18521.25
2024-06-03 19:15:00,18521.5,18539.5,18521.25,18534.75
2024-06-03 19:16:00,18534.0,18541.25,18530.0,18536.0
2024-06-03 19:17:00,18535.75,18537.75,18512.5,18524.25
2024-06-03 19:18:00,18524.75,18529.75,18518.75,18523.25
2024-06-03 19:19:00,18523.5,18527.25,18514.5,18515.25
2024-06-03 19:20:00,18513.25,18524.75,18513.25,18518.0
2024-06-03 19:21:00,18518.25,18519.75,18507.25,18510.25
2024-06-03 19:22:00,18510.5,18513.0,18497.5,18499.25
2024-06-03 19:23:00,18498.75,18503.25,18488.75,18498.75
2024-06-03 19:24:00,18499.25,18504.75,18498.0,18501.0
2024-06-03 19:25:00,18500.75,18511.5,18492.75,18507.75
2024-06-03 19:26:00,18508.75,18509.5,18493.5,18506.25
2024-06-03 19:27:00,18506.5,18518.5,18506.25,18512.5
2024-06-03 19:28:00,18512.75,18513.75,18503.75,18508.0
2024-06-03 19:29:00,18507.75,18510.0,18500.0,18503.0
2024-06-03 19:30:00,18503.25,18515.25,18493.75,18513.25
2024-06-03 19:31:00,18513.75,18514.5,18483.75,18487.75
2024-06-03 19:32:00,18487.5,18492.5,18481.5,18487.75
2024-06-03 19:33:00,18488.75,18494.75,18480.25,18486.5
2024-06-03 19:34:00,18486.75,18486.75,18473.25,18474.25
2024-06-03 19:35:00,18476.0,18483.25,18474.25,18475.75
2024-06-03 19:36:00,18475.5,18500.0,18473.75,18491.75
2024-06-03 19:37:00,18493.0,18504.5,18491.75,18502.0
2024-06-03 19:38:00,18503.0,18506.75,18500.0,18504.25
2024-06-03 19:39:00,18505.5,18516.0,18503.25,18511.75
2024-06-03 19:40:00,18512.0,18518.5,18503.0,18505.25
2024-06-03 19:41:00,18505.75,18515.5,18502.5,18511.0
2024-06-03 19:42:00,18510.5,18514.25,18506.0,18508.5
2024-06-03 19:43:00,18508.25,18508.75,18499.0,18504.5
2024-06-03 19:44:00,18505.5,18508.25,18500.75,18501.25
2024-06-03 19:45:00,18501.0,18510.25,18498.25,18504.75
2024-06-03 19:46:00,18503.25,18507.0,18498.25,18502.0
2024-06-03 19:47:00,18501.25,18504.25,18498.25,18503.25
2024-06-03 19:48:00,18503.5,18516.75,18493.75,18509.5
2024-06-03 19:49:00,18509.25,18509.5,18500.5,18502.0
2024-06-03 19:50:00,18501.0,18502.0,18488.75,18491.75
2024-06-03 19:51:00,18491.0,18493.25,18480.5,18485.5
2024-06-03 19:52:00,18484.75,18486.5,18472.75,18478.25
2024-06-03 19:53:00,18476.25,18487.25,18467.75,18485.75
2024-06-03 19:54:00,18486.0,18503.0,18482.25,18498.75
2024-06-03 19:55:00,18500.5,18502.25,18492.0,18494.5
2024-06-03 19:56:00,18495.75,18497.75,18489.5,18496.0
2024-06-03 19:57:00,18495.75,18500.25,18492.0,18493.25
2024-06-03 19:58:00,18493.75,18497.75,18490.5,18491.25
2024-06-03 19:59:00,18491.75,18492.5,18480.25,18483.25
2024-06-03 20:00:00,18482.25,18487.0,18469.5,18481.25
2024-06-03 20:01:00,18481.5,18487.25,18472.0,18483.5
2024-06-03 20:02:00,18483.25,18489.0,18471.25,18477.75
2024-06-03 20:03:00,18476.75,18481.25,18472.5,18479.75
2024-06-03 20:04:00,18480.25,18485.75,18476.25,18477.5
2024-06-03 20:05:00,18476.5,18486.5,18470.0,18485.5
2024-06-03 20:06:00,18485.25,18491.5,18478.75,18483.25
2024-06-03 20:07:00,18482.75,18488.0,18472.25,18472.75
2024-06-03 20:08:00,18472.25,18478.0,18466.5,18472.0
2024-06-03 20:09:00,18471.75,18472.5,18465.75,18468.5
2024-06-03 20:10:00,18469.5,18471.0,18445.0,18451.0
2024-06-03 20:11:00,18449.25,18452.25,18436.25,18440.0
2024-06-03 20:12:00,18440.25,18449.0,18438.75,18448.5
2024-06-03 20:13:00,18448.25,18456.0,18445.75,18456.0
2024-06-03 20:14:00,18456.25,18466.5,18454.75,18464.0
2024-06-03 20:15:00,18464.5,18466.0,18461.75,18463.5
2024-06-03 20:16:00,18463.75,18482.0,18463.5,18477.5
2024-06-03 20:17:00,18477.0,18483.25,18473.25,18481.5
2024-06-03 20:18:00,18481.75,18495.0,18481.5,18487.0
2024-06-03 20:19:00,18486.75,18492.25,18483.25,18490.0
2024-06-03 20:20:00,18489.5,18501.0,18487.5,18498.5
2024-06-03 20:21:00,18499.0,18504.75,18491.75,18501.25
2024-06-03 20:22:00,18500.25,18509.0,18494.5,18501.5
2024-06-03 20:23:00,18501.75,18504.5,18497.5,18503.75
2024-06-03 20:24:00,18504.0,18506.75,18495.25,18502.5
2024-06-03 20:25:00,18502.75,18507.25,18499.25,18500.75
2024-06-03 20:26:00,18501.0,18509.25,18499.0,18509.25
2024-06-03 20:27:00,18508.25,18514.5,18505.5,18511.0
2024-06-03 20:28:00,18511.25,18531.25,18511.0,18529.25
2024-06-03 20:29:00,18530.25,18530.75,18521.25,18530.25
2024-06-03 20:30:00,18530.75,18540.25,18528.0,18538.25
2024-06-03 20:31:00,18538.75,18546.25,18538.5,18545.5
2024-06-03 20:32:00,18546.25,18555.0,18542.25,18551.5
2024-06-03 20:33:00,18551.25,18559.5,18548.5,18552.0
2024-06-03 20:34:00,18553.0,18553.25,18547.75,18549.25
2024-06-03 20:35:00,18549.5,18550.25,18538.5,18547.75
2024-06-03 20:36:00,18547.5,18561.0,18547.0,18561.0
2024-06-03 20:37:00,18561.5,18567.75,18556.25,18559.5
2024-06-03 20:38:00,18559.75,18562.0,18554.75,18558.5
2024-06-03 20:39:00,18558.75,18562.5,18555.5,18560.25
2024-06-03 20:40:00,18558.75,18566.5,18558.0,18562.75
2024-06-03 20:41:00,18562.5,18562.75,18556.75,18560.5
2024-06-03 20:42:00,18560.75,18565.5,18556.5,18564.25
2024-06-03 20:43:00,18564.75,18572.5,18564.0,18571.25
2024-06-03 20:44:00,18571.0,18578.75,18569.5,18571.75
2024-06-03 20:45:00,18571.25,18577.5,18570.0,18572.0
2024-06-03 20:46:00,18572.5,18577.25,18567.0,18575.25
2024-06-03 20:47:00,18574.75,18577.0,18570.5,18571.25
2024-06-03 20:48:00,18570.5,18575.25,18564.0,18567.75
2024-06-03 20:49:00,18568.25,18574.25,18564.25,18567.5
2024-06-03 20:50:00,18569.0,18569.25,18559.25,18561.75
2024-06-03 20:51:00,18561.0,18564.25,18552.25,18554.5
2024-06-03 20:52:00,18554.25,18565.5,18552.0,18560.5
2024-06-03 20:53:00,18560.75,18564.25,18553.75,18559.5
2024-06-03 20:54:00,18559.75,18562.75,18556.5,18559.0
2024-06-03 20:55:00,18558.75,18561.25,18549.75,18552.5
2024-06-03 20:56:00,18553.25,18554.25,18542.5,18546.25
2024-06-03 20:57:00,18546.0,18555.25,18545.0,18551.75
2024-06-03 20:58:00,18551.5,18556.0,18544.75,18552.25
2024-06-03 20:59:00,18552.0,18558.0,18550.5,18557.25
2024-06-03 21:00:00,18556.75,18565.75,18553.75,18558.75
2024-06-03 21:01:00,18559.5,18563.75,18551.75,18561.25
2024-06-03 21:02:00,18562.25,18562.75,18552.0,18556.5
2024-06-03 21:03:00,18555.25,18564.25,18555.25,18562.75
2024-06-03 21:04:00,18562.5,18565.0,18557.75,18563.0
2024-06-03 21:05:00,18563.5,18563.5,18553.0,18557.5
2024-06-03 21:06:00,18558.5,18565.25,18554.5,18564.0
2024-06-03 21:07:00,18563.75,18565.75,18561.75,18564.0
2024-06-03 21:08:00,18564.25,18572.75,18563.0,18565.0
2024-06-03 21:09:00,18564.5,18566.0,18561.75,18564.25
2024-06-03 21:10:00,18563.75,18572.5,18563.5,18572.0
2024-06-03 21:11:00,18571.25,18571.25,18557.75,18559.5
2024-06-03 21:12:00,18559.0,18559.5,18549.25,18549.25
2024-06-03 21:13:00,18550.0,18550.25,18536.0,18541.25
2024-06-03 21:14:00,18542.5,18543.75,18526.5,18528.0
2024-06-03 21:15:00,18528.5,18539.0,18527.25,18538.5
2024-06-03 21:16:00,18538.25,18542.5,18532.5,18537.5
2024-06-03 21:17:00,18537.25,18543.25,18534.75,18536.5
2024-06-03 21:18:00,18536.25,18544.25,18533.75,18542.5
2024-06-03 21:19:00,18542.75,18548.0,18537.5,18545.5
2024-06-03 21:20:00,18545.75,18546.75,18542.75,18546.25
2024-06-03 21:21:00,18546.5,18567.5,18546.5,18566.75
2024-06-03 21:22:00,18567.5,18568.25,18555.5,18558.75
2024-06-03 21:23:00,18557.5,18569.0,18554.5,18567.75
2024-06-03 21:24:00,18568.0,18568.25,18558.0,18562.75
2024-06-03 21:25:00,18561.5,18562.5,18558.0,18561.75
2024-06-03 21:26:00,18562.25,18569.0,18559.5,18563.25
2024-06-03 21:27:00,18562.75,18563.25,18545.25,18549.5
2024-06-03 21:28:00,18549.75,18552.75,18548.0,18551.0
2024-06-03 21:29:00,18551.75,18552.75,18537.25,18538.0
2024-06-03 21:30:00,18537.75,18555.25,18537.25,18553.5
2024-06-03 21:31:00,18554.0,18558.0,18547.5,18550.5
2024-06-03 21:32:00,18550.25,18556.5,18550.0,18554.25
2024-06-03 21:33:00,18554.5,18556.25,18551.0,18553.75
2024-06-03 21:34:00,18554.0,18558.25,18548.0,18552.25
2024-06-03 21:35:00,18552.5,18556.75,18547.75,18554.25
2024-06-03 21:36:00,18553.0,18562.75,18552.0,18562.75
2024-06-03 21:37:00,18562.25,18562.75,18553.5,18556.5
2024-06-03 21:38:00,18556.0,18564.0,18554.0,18563.75
2024-06-03 21:39:00,18564.0,18566.75,18559.0,18566.25
2024-06-03 21:40:00,18565.5,18575.0,18562.0,18574.5
2024-06-03 21:41:00,18576.0,18582.0,18573.0,18580.75
2024-06-03 21:42:00,18581.75,18584.25,18567.25,18567.25
2024-06-03 21:43:00,18566.25,18572.5,18556.75,18570.5
2024-06-03 21:44:00,18570.75,18572.5,18564.0,18566.0
2024-06-03 21:45:00,18564.5,18571.75,18562.75,18569.5
2024-06-03 21:46:00,18569.75,18570.5,18564.25,18565.25
2024-06-03 21:47:00,18565.75,18570.0,18562.75,18564.5
2024-06-03 21:48:00,18564.25,18568.75,18562.5,18566.0
2024-06-03 21:49:00,18566.75,18572.75,18565.0,18572.0
2024-06-03 21:50:00,18572.25,18573.25,18553.75,18556.25
2024-06-03 21:51:00,18556.75,18565.25,18555.75,18563.5
2024-06-03 21:52:00,18563.75,18566.75,18556.5,18557.75
2024-06-03 21:53:00,18557.0,18557.0,18544.5,18550.0
2024-06-03 21:54:00,18550.25,18553.25,18544.5,18548.75
